alert_id,item_type,available,last_checked
ALERT004,proof_of_address,True,2026-05-28T09:00:00
ALERT004,source_of_funds,True,2026-05-28T09:00:00
ALERT004,kyc_refresh,True,2026-05-28T09:00:00
ALERT004,transaction_history,True,2026-05-28T09:00:00
ALERT004,counterparty_screening,True,2026-05-28T09:00:00
ALERT004,sanctions_screening,True,2026-05-28T09:00:00
ALERT004,adverse_media_check,True,2026-05-28T09:00:00
ALERT004,beneficial_ownership,True,2026-05-28T09:00:00
ALERT004,expected_activity_profile,True,2026-05-28T09:00:00
ALERT005,id_document,True,2026-05-28T09:00:00
ALERT005,proof_of_address,True,2026-05-28T09:00:00
ALERT005,source_of_funds,True,2026-05-28T09:00:00
ALERT005,kyc_refresh,True,2026-05-28T09:00:00
ALERT005,transaction_history,True,2026-05-28T09:00:00
ALERT005,counterparty_screening,True,2026-05-28T09:00:00
ALERT005,sanctions_screening,True,2026-05-28T09:00:00
ALERT005,adverse_media_check,False,2026-05-28T09:00:00
ALERT005,beneficial_ownership,False,2026-05-28T09:00:00
ALERT005,expected_activity_profile,False,2026-05-28T09:00:00
ALERT006,id_document,True,2026-05-28T09:00:00
ALERT006,proof_of_address,True,2026-05-28T09:00:00
ALERT006,source_of_funds,True,2026-05-28T09:00:00
ALERT006,kyc_refresh,True,2026-05-28T09:00:00
ALERT006,transaction_history,True,2026-05-28T09:00:00
ALERT006,counterparty_screening,False,2026-05-28T09:00:00
ALERT006,sanctions_screening,False,2026-05-28T09:00:00
ALERT006,adverse_media_check,False,2026-05-28T09:00:00
ALERT006,beneficial_ownership,False,2026-05-28T09:00:00
ALERT006,expected_activity_profile,False,2026-05-28T09:00:00
ALERT007,id_document,True,2026-05-28T09:00:00
ALERT007,proof_of_address,True,2026-05-28T09:00:00
ALERT007,source_of_funds,True,2026-05-28T09:00:00
ALERT007,kyc_refresh,True,2026-05-28T09:00:00
ALERT007,transaction_history,True,2026-05-28T09:00:00
ALERT007,counterparty_screening,True,2026-05-28T09:00:00
ALERT007,sanctions_screening,True,2026-05-28T09:00:00
ALERT007,adverse_media_check,True,2026-05-28T09:00:00
ALERT007,beneficial_ownership,True,2026-05-28T09:00:00
ALERT007,expected_activity_profile,True,2026-05-28T09:00:00
ALERT007,pep_screening,True,2026-05-28T09:00:00
ALERT007,account_opening_docs,True,2026-05-28T09:00:00
ALERT007,wire_details,True,2026-05-28T09:00:00
ALERT007,customer_correspondence,True,2026-05-28T09:00:00
ALERT007,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT008,id_document,True,2026-05-28T09:00:00
ALERT008,proof_of_address,True,2026-05-28T09:00:00
ALERT008,source_of_funds,True,2026-05-28T09:00:00
ALERT008,kyc_refresh,True,2026-05-28T09:00:00
ALERT008,transaction_history,True,2026-05-28T09:00:00
ALERT008,counterparty_screening,True,2026-05-28T09:00:00
ALERT008,sanctions_screening,True,2026-05-28T09:00:00
ALERT008,adverse_media_check,True,2026-05-28T09:00:00
ALERT008,beneficial_ownership,True,2026-05-28T09:00:00
ALERT008,expected_activity_profile,True,2026-05-28T09:00:00
ALERT008,pep_screening,True,2026-05-28T09:00:00
ALERT008,account_opening_docs,True,2026-05-28T09:00:00
ALERT008,wire_details,True,2026-05-28T09:00:00
ALERT008,customer_correspondence,True,2026-05-28T09:00:00
ALERT008,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT008,edd_review,False,2026-05-28T09:00:00
ALERT009,id_document,True,2026-05-28T09:00:00
ALERT009,proof_of_address,True,2026-05-28T09:00:00
ALERT009,source_of_funds,True,2026-05-28T09:00:00
ALERT009,kyc_refresh,True,2026-05-28T09:00:00
ALERT009,transaction_history,True,2026-05-28T09:00:00
ALERT009,counterparty_screening,True,2026-05-28T09:00:00
ALERT009,sanctions_screening,True,2026-05-28T09:00:00
ALERT009,adverse_media_check,True,2026-05-28T09:00:00
ALERT009,beneficial_ownership,True,2026-05-28T09:00:00
ALERT009,expected_activity_profile,True,2026-05-28T09:00:00
ALERT009,pep_screening,True,2026-05-28T09:00:00
ALERT009,account_opening_docs,True,2026-05-28T09:00:00
ALERT009,wire_details,True,2026-05-28T09:00:00
ALERT009,customer_correspondence,True,2026-05-28T09:00:00
ALERT009,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT010,id_document,True,2026-05-28T09:00:00
ALERT010,proof_of_address,True,2026-05-28T09:00:00
ALERT010,source_of_funds,True,2026-05-28T09:00:00
ALERT010,kyc_refresh,True,2026-05-28T09:00:00
ALERT010,transaction_history,True,2026-05-28T09:00:00
ALERT010,counterparty_screening,True,2026-05-28T09:00:00
ALERT010,sanctions_screening,True,2026-05-28T09:00:00
ALERT010,adverse_media_check,True,2026-05-28T09:00:00
ALERT010,beneficial_ownership,True,2026-05-28T09:00:00
ALERT010,expected_activity_profile,True,2026-05-28T09:00:00
ALERT010,pep_screening,True,2026-05-28T09:00:00
ALERT010,account_opening_docs,True,2026-05-28T09:00:00
ALERT010,wire_details,True,2026-05-28T09:00:00
ALERT010,customer_correspondence,True,2026-05-28T09:00:00
ALERT010,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT010,edd_review,False,2026-05-28T09:00:00
ALERT011,id_document,True,2026-05-28T09:00:00
ALERT011,proof_of_address,True,2026-05-28T09:00:00
ALERT011,source_of_funds,True,2026-05-28T09:00:00
ALERT011,kyc_refresh,True,2026-05-28T09:00:00
ALERT011,transaction_history,True,2026-05-28T09:00:00
ALERT011,counterparty_screening,True,2026-05-28T09:00:00
ALERT011,sanctions_screening,True,2026-05-28T09:00:00
ALERT011,adverse_media_check,True,2026-05-28T09:00:00
ALERT011,beneficial_ownership,True,2026-05-28T09:00:00
ALERT011,expected_activity_profile,True,2026-05-28T09:00:00
ALERT011,pep_screening,True,2026-05-28T09:00:00
ALERT011,account_opening_docs,True,2026-05-28T09:00:00
ALERT011,wire_details,True,2026-05-28T09:00:00
ALERT011,customer_correspondence,True,2026-05-28T09:00:00
ALERT011,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT012,id_document,True,2026-05-28T09:00:00
ALERT012,proof_of_address,True,2026-05-28T09:00:00
ALERT012,source_of_funds,True,2026-05-28T09:00:00
ALERT012,kyc_refresh,True,2026-05-28T09:00:00
ALERT012,transaction_history,True,2026-05-28T09:00:00
ALERT012,counterparty_screening,True,2026-05-28T09:00:00
ALERT012,sanctions_screening,True,2026-05-28T09:00:00
ALERT012,adverse_media_check,True,2026-05-28T09:00:00
ALERT012,beneficial_ownership,True,2026-05-28T09:00:00
ALERT012,expected_activity_profile,True,2026-05-28T09:00:00
ALERT012,pep_screening,True,2026-05-28T09:00:00
ALERT012,account_opening_docs,True,2026-05-28T09:00:00
ALERT012,wire_details,True,2026-05-28T09:00:00
ALERT012,customer_correspondence,True,2026-05-28T09:00:00
ALERT012,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT012,edd_review,False,2026-05-28T09:00:00
ALERT013,id_document,True,2026-05-28T09:00:00
ALERT013,proof_of_address,True,2026-05-28T09:00:00
ALERT013,source_of_funds,True,2026-05-28T09:00:00
ALERT013,kyc_refresh,True,2026-05-28T09:00:00
ALERT013,transaction_history,True,2026-05-28T09:00:00
ALERT013,counterparty_screening,True,2026-05-28T09:00:00
ALERT013,sanctions_screening,True,2026-05-28T09:00:00
ALERT013,adverse_media_check,True,2026-05-28T09:00:00
ALERT013,beneficial_ownership,True,2026-05-28T09:00:00
ALERT013,expected_activity_profile,True,2026-05-28T09:00:00
ALERT013,pep_screening,True,2026-05-28T09:00:00
ALERT013,account_opening_docs,True,2026-05-28T09:00:00
ALERT013,wire_details,True,2026-05-28T09:00:00
ALERT013,customer_correspondence,True,2026-05-28T09:00:00
ALERT013,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT014,id_document,True,2026-05-28T09:00:00
ALERT014,proof_of_address,True,2026-05-28T09:00:00
ALERT014,source_of_funds,True,2026-05-28T09:00:00
ALERT014,kyc_refresh,True,2026-05-28T09:00:00
ALERT014,transaction_history,True,2026-05-28T09:00:00
ALERT014,counterparty_screening,True,2026-05-28T09:00:00
ALERT014,sanctions_screening,True,2026-05-28T09:00:00
ALERT014,adverse_media_check,True,2026-05-28T09:00:00
ALERT014,beneficial_ownership,True,2026-05-28T09:00:00
ALERT014,expected_activity_profile,True,2026-05-28T09:00:00
ALERT014,pep_screening,True,2026-05-28T09:00:00
ALERT014,account_opening_docs,True,2026-05-28T09:00:00
ALERT014,wire_details,True,2026-05-28T09:00:00
ALERT014,customer_correspondence,True,2026-05-28T09:00:00
ALERT014,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT014,edd_review,False,2026-05-28T09:00:00
ALERT015,id_document,True,2026-05-28T09:00:00
ALERT015,proof_of_address,True,2026-05-28T09:00:00
ALERT015,source_of_funds,True,2026-05-28T09:00:00
ALERT015,kyc_refresh,True,2026-05-28T09:00:00
ALERT015,transaction_history,True,2026-05-28T09:00:00
ALERT015,counterparty_screening,True,2026-05-28T09:00:00
ALERT015,sanctions_screening,True,2026-05-28T09:00:00
ALERT015,adverse_media_check,True,2026-05-28T09:00:00
ALERT015,beneficial_ownership,True,2026-05-28T09:00:00
ALERT015,expected_activity_profile,True,2026-05-28T09:00:00
ALERT015,pep_screening,True,2026-05-28T09:00:00
ALERT015,account_opening_docs,True,2026-05-28T09:00:00
ALERT015,wire_details,True,2026-05-28T09:00:00
ALERT015,customer_correspondence,True,2026-05-28T09:00:00
ALERT015,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT016,id_document,True,2026-05-28T09:00:00
ALERT016,proof_of_address,True,2026-05-28T09:00:00
ALERT016,source_of_funds,True,2026-05-28T09:00:00
ALERT016,kyc_refresh,True,2026-05-28T09:00:00
ALERT016,transaction_history,True,2026-05-28T09:00:00
ALERT016,counterparty_screening,True,2026-05-28T09:00:00
ALERT016,sanctions_screening,True,2026-05-28T09:00:00
ALERT016,adverse_media_check,True,2026-05-28T09:00:00
ALERT016,beneficial_ownership,True,2026-05-28T09:00:00
ALERT016,expected_activity_profile,True,2026-05-28T09:00:00
ALERT016,pep_screening,True,2026-05-28T09:00:00
ALERT016,account_opening_docs,True,2026-05-28T09:00:00
ALERT016,wire_details,True,2026-05-28T09:00:00
ALERT016,customer_correspondence,True,2026-05-28T09:00:00
ALERT016,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT016,edd_review,False,2026-05-28T09:00:00
ALERT017,id_document,True,2026-05-28T09:00:00
ALERT017,proof_of_address,True,2026-05-28T09:00:00
ALERT017,source_of_funds,True,2026-05-28T09:00:00
ALERT017,kyc_refresh,True,2026-05-28T09:00:00
ALERT017,transaction_history,True,2026-05-28T09:00:00
ALERT017,counterparty_screening,True,2026-05-28T09:00:00
ALERT017,sanctions_screening,True,2026-05-28T09:00:00
ALERT017,adverse_media_check,True,2026-05-28T09:00:00
ALERT017,beneficial_ownership,True,2026-05-28T09:00:00
ALERT017,expected_activity_profile,True,2026-05-28T09:00:00
ALERT017,pep_screening,True,2026-05-28T09:00:00
ALERT017,account_opening_docs,True,2026-05-28T09:00:00
ALERT017,wire_details,True,2026-05-28T09:00:00
ALERT017,customer_correspondence,True,2026-05-28T09:00:00
ALERT017,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT018,id_document,True,2026-05-28T09:00:00
ALERT018,proof_of_address,True,2026-05-28T09:00:00
ALERT018,source_of_funds,True,2026-05-28T09:00:00
ALERT018,kyc_refresh,True,2026-05-28T09:00:00
ALERT018,transaction_history,True,2026-05-28T09:00:00
ALERT018,counterparty_screening,True,2026-05-28T09:00:00
ALERT018,sanctions_screening,True,2026-05-28T09:00:00
ALERT018,adverse_media_check,True,2026-05-28T09:00:00
ALERT018,beneficial_ownership,True,2026-05-28T09:00:00
ALERT018,expected_activity_profile,True,2026-05-28T09:00:00
ALERT018,pep_screening,True,2026-05-28T09:00:00
ALERT018,account_opening_docs,True,2026-05-28T09:00:00
ALERT018,wire_details,True,2026-05-28T09:00:00
ALERT018,customer_correspondence,True,2026-05-28T09:00:00
ALERT018,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT018,edd_review,False,2026-05-28T09:00:00
ALERT019,id_document,True,2026-05-28T09:00:00
ALERT019,proof_of_address,True,2026-05-28T09:00:00
ALERT019,source_of_funds,True,2026-05-28T09:00:00
ALERT019,kyc_refresh,True,2026-05-28T09:00:00
ALERT019,transaction_history,True,2026-05-28T09:00:00
ALERT019,counterparty_screening,True,2026-05-28T09:00:00
ALERT019,sanctions_screening,True,2026-05-28T09:00:00
ALERT019,adverse_media_check,True,2026-05-28T09:00:00
ALERT019,beneficial_ownership,True,2026-05-28T09:00:00
ALERT019,expected_activity_profile,True,2026-05-28T09:00:00
ALERT019,pep_screening,True,2026-05-28T09:00:00
ALERT019,account_opening_docs,True,2026-05-28T09:00:00
ALERT019,wire_details,True,2026-05-28T09:00:00
ALERT019,customer_correspondence,True,2026-05-28T09:00:00
ALERT019,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT020,id_document,True,2026-05-28T09:00:00
ALERT020,proof_of_address,True,2026-05-28T09:00:00
ALERT020,source_of_funds,True,2026-05-28T09:00:00
ALERT020,kyc_refresh,True,2026-05-28T09:00:00
ALERT020,transaction_history,True,2026-05-28T09:00:00
ALERT020,counterparty_screening,True,2026-05-28T09:00:00
ALERT020,sanctions_screening,True,2026-05-28T09:00:00
ALERT020,adverse_media_check,True,2026-05-28T09:00:00
ALERT020,beneficial_ownership,True,2026-05-28T09:00:00
ALERT020,expected_activity_profile,True,2026-05-28T09:00:00
ALERT020,pep_screening,True,2026-05-28T09:00:00
ALERT020,account_opening_docs,True,2026-05-28T09:00:00
ALERT020,wire_details,True,2026-05-28T09:00:00
ALERT020,customer_correspondence,True,2026-05-28T09:00:00
ALERT020,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT020,edd_review,False,2026-05-28T09:00:00
ALERT021,id_document,True,2026-05-28T09:00:00
ALERT021,proof_of_address,True,2026-05-28T09:00:00
ALERT021,source_of_funds,True,2026-05-28T09:00:00
ALERT021,kyc_refresh,True,2026-05-28T09:00:00
ALERT021,transaction_history,True,2026-05-28T09:00:00
ALERT021,counterparty_screening,True,2026-05-28T09:00:00
ALERT021,sanctions_screening,True,2026-05-28T09:00:00
ALERT021,adverse_media_check,True,2026-05-28T09:00:00
ALERT021,beneficial_ownership,True,2026-05-28T09:00:00
ALERT021,expected_activity_profile,True,2026-05-28T09:00:00
ALERT021,pep_screening,True,2026-05-28T09:00:00
ALERT021,account_opening_docs,True,2026-05-28T09:00:00
ALERT021,wire_details,True,2026-05-28T09:00:00
ALERT021,customer_correspondence,True,2026-05-28T09:00:00
ALERT021,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT022,id_document,True,2026-05-28T09:00:00
ALERT022,proof_of_address,True,2026-05-28T09:00:00
ALERT022,source_of_funds,True,2026-05-28T09:00:00
ALERT022,kyc_refresh,True,2026-05-28T09:00:00
ALERT022,transaction_history,True,2026-05-28T09:00:00
ALERT022,counterparty_screening,True,2026-05-28T09:00:00
ALERT022,sanctions_screening,True,2026-05-28T09:00:00
ALERT022,adverse_media_check,True,2026-05-28T09:00:00
ALERT022,beneficial_ownership,True,2026-05-28T09:00:00
ALERT022,expected_activity_profile,True,2026-05-28T09:00:00
ALERT022,pep_screening,True,2026-05-28T09:00:00
ALERT022,account_opening_docs,True,2026-05-28T09:00:00
ALERT022,wire_details,True,2026-05-28T09:00:00
ALERT022,customer_correspondence,True,2026-05-28T09:00:00
ALERT022,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT022,edd_review,False,2026-05-28T09:00:00
ALERT023,id_document,True,2026-05-28T09:00:00
ALERT023,proof_of_address,True,2026-05-28T09:00:00
ALERT023,source_of_funds,True,2026-05-28T09:00:00
ALERT023,kyc_refresh,True,2026-05-28T09:00:00
ALERT023,transaction_history,True,2026-05-28T09:00:00
ALERT023,counterparty_screening,True,2026-05-28T09:00:00
ALERT023,sanctions_screening,True,2026-05-28T09:00:00
ALERT023,adverse_media_check,True,2026-05-28T09:00:00
ALERT023,beneficial_ownership,True,2026-05-28T09:00:00
ALERT023,expected_activity_profile,True,2026-05-28T09:00:00
ALERT023,pep_screening,True,2026-05-28T09:00:00
ALERT023,account_opening_docs,True,2026-05-28T09:00:00
ALERT023,wire_details,True,2026-05-28T09:00:00
ALERT023,customer_correspondence,True,2026-05-28T09:00:00
ALERT023,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT024,id_document,True,2026-05-28T09:00:00
ALERT024,proof_of_address,True,2026-05-28T09:00:00
ALERT024,source_of_funds,True,2026-05-28T09:00:00
ALERT024,kyc_refresh,True,2026-05-28T09:00:00
ALERT024,transaction_history,True,2026-05-28T09:00:00
ALERT024,counterparty_screening,True,2026-05-28T09:00:00
ALERT024,sanctions_screening,True,2026-05-28T09:00:00
ALERT024,adverse_media_check,True,2026-05-28T09:00:00
ALERT024,beneficial_ownership,True,2026-05-28T09:00:00
ALERT024,expected_activity_profile,True,2026-05-28T09:00:00
ALERT024,pep_screening,True,2026-05-28T09:00:00
ALERT024,account_opening_docs,True,2026-05-28T09:00:00
ALERT024,wire_details,True,2026-05-28T09:00:00
ALERT024,customer_correspondence,True,2026-05-28T09:00:00
ALERT024,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT024,edd_review,False,2026-05-28T09:00:00
ALERT025,id_document,True,2026-05-28T09:00:00
ALERT025,proof_of_address,True,2026-05-28T09:00:00
ALERT025,source_of_funds,True,2026-05-28T09:00:00
ALERT025,kyc_refresh,True,2026-05-28T09:00:00
ALERT025,transaction_history,True,2026-05-28T09:00:00
ALERT025,counterparty_screening,True,2026-05-28T09:00:00
ALERT025,sanctions_screening,True,2026-05-28T09:00:00
ALERT025,adverse_media_check,True,2026-05-28T09:00:00
ALERT025,beneficial_ownership,True,2026-05-28T09:00:00
ALERT025,expected_activity_profile,True,2026-05-28T09:00:00
ALERT025,pep_screening,True,2026-05-28T09:00:00
ALERT025,account_opening_docs,True,2026-05-28T09:00:00
ALERT025,wire_details,True,2026-05-28T09:00:00
ALERT025,customer_correspondence,True,2026-05-28T09:00:00
ALERT025,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT026,id_document,True,2026-05-28T09:00:00
ALERT026,proof_of_address,True,2026-05-28T09:00:00
ALERT026,source_of_funds,True,2026-05-28T09:00:00
ALERT026,kyc_refresh,True,2026-05-28T09:00:00
ALERT026,transaction_history,True,2026-05-28T09:00:00
ALERT026,counterparty_screening,True,2026-05-28T09:00:00
ALERT026,sanctions_screening,True,2026-05-28T09:00:00
ALERT026,adverse_media_check,True,2026-05-28T09:00:00
ALERT026,beneficial_ownership,True,2026-05-28T09:00:00
ALERT026,expected_activity_profile,True,2026-05-28T09:00:00
ALERT026,pep_screening,True,2026-05-28T09:00:00
ALERT026,account_opening_docs,True,2026-05-28T09:00:00
ALERT026,wire_details,True,2026-05-28T09:00:00
ALERT026,customer_correspondence,True,2026-05-28T09:00:00
ALERT026,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT026,edd_review,False,2026-05-28T09:00:00
ALERT027,id_document,True,2026-05-28T09:00:00
ALERT027,proof_of_address,True,2026-05-28T09:00:00
ALERT027,source_of_funds,True,2026-05-28T09:00:00
ALERT027,kyc_refresh,True,2026-05-28T09:00:00
ALERT027,transaction_history,True,2026-05-28T09:00:00
ALERT027,counterparty_screening,True,2026-05-28T09:00:00
ALERT027,sanctions_screening,True,2026-05-28T09:00:00
ALERT027,adverse_media_check,True,2026-05-28T09:00:00
ALERT027,beneficial_ownership,True,2026-05-28T09:00:00
ALERT027,expected_activity_profile,True,2026-05-28T09:00:00
ALERT027,pep_screening,True,2026-05-28T09:00:00
ALERT027,account_opening_docs,True,2026-05-28T09:00:00
ALERT027,wire_details,True,2026-05-28T09:00:00
ALERT027,customer_correspondence,True,2026-05-28T09:00:00
ALERT027,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT028,id_document,True,2026-05-28T09:00:00
ALERT028,proof_of_address,True,2026-05-28T09:00:00
ALERT028,source_of_funds,True,2026-05-28T09:00:00
ALERT028,kyc_refresh,True,2026-05-28T09:00:00
ALERT028,transaction_history,True,2026-05-28T09:00:00
ALERT028,counterparty_screening,True,2026-05-28T09:00:00
ALERT028,sanctions_screening,True,2026-05-28T09:00:00
ALERT028,adverse_media_check,True,2026-05-28T09:00:00
ALERT028,beneficial_ownership,True,2026-05-28T09:00:00
ALERT028,expected_activity_profile,True,2026-05-28T09:00:00
ALERT028,pep_screening,True,2026-05-28T09:00:00
ALERT028,account_opening_docs,True,2026-05-28T09:00:00
ALERT028,wire_details,True,2026-05-28T09:00:00
ALERT028,customer_correspondence,True,2026-05-28T09:00:00
ALERT028,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT028,edd_review,False,2026-05-28T09:00:00
ALERT029,id_document,True,2026-05-28T09:00:00
ALERT029,proof_of_address,True,2026-05-28T09:00:00
ALERT029,source_of_funds,True,2026-05-28T09:00:00
ALERT029,kyc_refresh,True,2026-05-28T09:00:00
ALERT029,transaction_history,True,2026-05-28T09:00:00
ALERT029,counterparty_screening,True,2026-05-28T09:00:00
ALERT029,sanctions_screening,True,2026-05-28T09:00:00
ALERT029,adverse_media_check,True,2026-05-28T09:00:00
ALERT029,beneficial_ownership,True,2026-05-28T09:00:00
ALERT029,expected_activity_profile,True,2026-05-28T09:00:00
ALERT029,pep_screening,True,2026-05-28T09:00:00
ALERT029,account_opening_docs,True,2026-05-28T09:00:00
ALERT029,wire_details,True,2026-05-28T09:00:00
ALERT029,customer_correspondence,True,2026-05-28T09:00:00
ALERT029,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT030,id_document,True,2026-05-28T09:00:00
ALERT030,proof_of_address,True,2026-05-28T09:00:00
ALERT030,source_of_funds,True,2026-05-28T09:00:00
ALERT030,kyc_refresh,True,2026-05-28T09:00:00
ALERT030,transaction_history,True,2026-05-28T09:00:00
ALERT030,counterparty_screening,True,2026-05-28T09:00:00
ALERT030,sanctions_screening,True,2026-05-28T09:00:00
ALERT030,adverse_media_check,True,2026-05-28T09:00:00
ALERT030,beneficial_ownership,True,2026-05-28T09:00:00
ALERT030,expected_activity_profile,True,2026-05-28T09:00:00
ALERT030,pep_screening,True,2026-05-28T09:00:00
ALERT030,account_opening_docs,True,2026-05-28T09:00:00
ALERT030,wire_details,True,2026-05-28T09:00:00
ALERT030,customer_correspondence,True,2026-05-28T09:00:00
ALERT030,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT030,edd_review,False,2026-05-28T09:00:00
ALERT031,id_document,True,2026-05-28T09:00:00
ALERT031,proof_of_address,True,2026-05-28T09:00:00
ALERT031,source_of_funds,True,2026-05-28T09:00:00
ALERT031,kyc_refresh,True,2026-05-28T09:00:00
ALERT031,transaction_history,True,2026-05-28T09:00:00
ALERT031,counterparty_screening,True,2026-05-28T09:00:00
ALERT031,sanctions_screening,True,2026-05-28T09:00:00
ALERT031,adverse_media_check,True,2026-05-28T09:00:00
ALERT031,beneficial_ownership,True,2026-05-28T09:00:00
ALERT031,expected_activity_profile,True,2026-05-28T09:00:00
ALERT031,pep_screening,True,2026-05-28T09:00:00
ALERT031,account_opening_docs,True,2026-05-28T09:00:00
ALERT031,wire_details,True,2026-05-28T09:00:00
ALERT031,customer_correspondence,True,2026-05-28T09:00:00
ALERT031,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT032,id_document,True,2026-05-28T09:00:00
ALERT032,proof_of_address,True,2026-05-28T09:00:00
ALERT032,source_of_funds,True,2026-05-28T09:00:00
ALERT032,kyc_refresh,True,2026-05-28T09:00:00
ALERT032,transaction_history,True,2026-05-28T09:00:00
ALERT032,counterparty_screening,True,2026-05-28T09:00:00
ALERT032,sanctions_screening,True,2026-05-28T09:00:00
ALERT032,adverse_media_check,True,2026-05-28T09:00:00
ALERT032,beneficial_ownership,True,2026-05-28T09:00:00
ALERT032,expected_activity_profile,True,2026-05-28T09:00:00
ALERT032,pep_screening,True,2026-05-28T09:00:00
ALERT032,account_opening_docs,True,2026-05-28T09:00:00
ALERT032,wire_details,True,2026-05-28T09:00:00
ALERT032,customer_correspondence,True,2026-05-28T09:00:00
ALERT032,risk_assessment_memo,True,2026-05-28T09:00:00
ALERT032,edd_review,False,2026-05-28T09:00:00
ALERT033,id_document,True,2026-05-28T09:00:00
ALERT033,proof_of_address,True,2026-05-28T09:00:00
ALERT033,source_of_funds,True,2026-05-28T09:00:00
ALERT033,kyc_refresh,True,2026-05-28T09:00:00
ALERT033,transaction_history,True,2026-05-28T09:00:00
ALERT033,counterparty_screening,True,2026-05-28T09:00:00
ALERT033,sanctions_screening,True,2026-05-28T09:00:00
ALERT033,adverse_media_check,True,2026-05-28T09:00:00
ALERT033,beneficial_ownership,True,2026-05-28T09:00:00
ALERT033,expected_activity_profile,True,2026-05-28T09:00:00
ALERT033,pep_screening,True,2026-05-28T09:00:00
ALERT033,account_opening_docs,True,2026-05-28T09:00:00
ALERT033,wire_details,True,2026-05-28T09:00:00
ALERT033,customer_correspondence,True,2026-05-28T09:00:00
ALERT033,risk_assessment_memo,False,2026-05-28T09:00:00
ALERT034,id_document,True,2026-05-28T09:00:00
ALERT034,proof_of_address,True,2026-05-28T09:00:00
ALERT034,source_of_funds,True,2026-05-28T09:00:00
ALERT034,kyc_refresh,True,2026-05-28T09:00:00
ALERT034,transaction_history,True,2026-05-28T09:00:00
